,Accident Ref.,Borough,Easting,Northing,Vehicle Type
2149,0111CW11989,WESTMINSTER,529160,181830,01 Pedal Cycle
2159,0111CW12002,WESTMINSTER,529080,181050,01 Pedal Cycle
2173,0111CW12021,WESTMINSTER,528830,179060,01 Pedal Cycle
2201,0111CW12048,WESTMINSTER,530000,180370,01 Pedal Cycle
2207,0111CW12056,WESTMINSTER,528220,180400,01 Pedal Cycle
2209,0111CW12058,WESTMINSTER,530230,178960,01 Pedal Cycle
2225,0111CW12080,WESTMINSTER,529050,178440,01 Pedal Cycle
2236,0111CW12103,WESTMINSTER,528830,182200,01 Pedal Cycle
2238,0111CW12104,WESTMINSTER,529340,180330,01 Pedal Cycle
2244,0111CW12110,WESTMINSTER,526950,182020,01 Pedal Cycle
2258,0111CW12139,WESTMINSTER,529570,178570,01 Pedal Cycle
2269,0111CW12151,WESTMINSTER,530260,179660,01 Pedal Cycle
2273,0111CW12157,WESTMINSTER,529160,179660,01 Pedal Cycle
2279,0111CW12162,WESTMINSTER,528980,180280,01 Pedal Cycle
2286,0111CW12169,WESTMINSTER,530200,180340,01 Pedal Cycle
2289,0111CW12171,WESTMINSTER,528350,179760,01 Pedal Cycle
2310,0111CW12200,WESTMINSTER,529690,181360,01 Pedal Cycle
2311,0111CW12201,WESTMINSTER,530070,180430,01 Pedal Cycle
2315,0111CW12203,WESTMINSTER,530450,180720,01 Pedal Cycle
2321,0111CW12211,WESTMINSTER,530170,180340,01 Pedal Cycle
2322,0111CW12212,WESTMINSTER,527170,182230,01 Pedal Cycle
2327,0111CW12221,WESTMINSTER,529860,181200,01 Pedal Cycle
2328,0111CW12222,WESTMINSTER,529100,181250,01 Pedal Cycle
2329,0111CW12223,WESTMINSTER,528440,179880,01 Pedal Cycle
2336,0111CW12229,WESTMINSTER,529520,179080,01 Pedal Cycle
2338,0111CW12234,WESTMINSTER,529660,178320,01 Pedal Cycle
2347,0111CW12242,WESTMINSTER,530200,179220,01 Pedal Cycle
2354,0111CW12251,WESTMINSTER,529830,180200,01 Pedal Cycle
2356,0111CW12257,WESTMINSTER,528080,181460,01 Pedal Cycle
2358,0111CW12258,WESTMINSTER,530260,178980,01 Pedal Cycle
2361,0111CW12261,WESTMINSTER,529780,180170,01 Pedal Cycle
2363,0111CW12266,WESTMINSTER,526660,180750,01 Pedal Cycle
2366,0111CW12271,WESTMINSTER,529650,180820,01 Pedal Cycle
2375,0111CW12286,WESTMINSTER,529340,178740,01 Pedal Cycle
2378,0111CW12293,WESTMINSTER,530080,180420,01 Pedal Cycle
2381,0111CW12297,WESTMINSTER,529820,180190,01 Pedal Cycle
2386,0111CW12301,WESTMINSTER,528040,180610,01 Pedal Cycle
2399,0111CW12311,WESTMINSTER,529640,181350,01 Pedal Cycle
2403,0111CW12313,WESTMINSTER,527760,181920,01 Pedal Cycle
2405,0111CW12316,WESTMINSTER,527770,181910,01 Pedal Cycle
2415,0111CW12334,WESTMINSTER,529760,180910,01 Pedal Cycle
2428,0111CW12351,WESTMINSTER,529740,178440,01 Pedal Cycle
2436,0111CW12358,WESTMINSTER,527930,181970,01 Pedal Cycle
2437,0111CW12359,WESTMINSTER,528950,181460,01 Pedal Cycle
2439,0111CW12360,WESTMINSTER,528460,179860,01 Pedal Cycle
2450,0111CW12380,WESTMINSTER,527660,181070,01 Pedal Cycle
2454,0111CW12383,WESTMINSTER,528000,181170,01 Pedal Cycle
2455,0111CW12387,WESTMINSTER,526103,182496,01 Pedal Cycle
2467,0111CW12398,WESTMINSTER,528760,179210,01 Pedal Cycle
2471,0111CW12402,WESTMINSTER,529380,177880,01 Pedal Cycle
2473,0111CW12405,WESTMINSTER,525800,181200,01 Pedal Cycle
2477,0111CW12408,WESTMINSTER,528260,181060,01 Pedal Cycle
2480,0111CW12419,WESTMINSTER,526340,181790,01 Pedal Cycle
2484,0111CW12422,WESTMINSTER,529620,177960,01 Pedal Cycle
2487,0111CW12426,WESTMINSTER,529660,179160,01 Pedal Cycle
2491,0111CW12428,WESTMINSTER,527120,181620,01 Pedal Cycle
2492,0111CW12429,WESTMINSTER,530310,181090,01 Pedal Cycle
2496,0111CW12432,WESTMINSTER,529580,177940,01 Pedal Cycle
2505,0111CW12443,WESTMINSTER,527560,181860,01 Pedal Cycle
2508,0111CW12446,WESTMINSTER,527740,182010,01 Pedal Cycle
2521,0111CW12456,WESTMINSTER,526920,180770,01 Pedal Cycle
2525,0111CW12463,WESTMINSTER,526550,181660,01 Pedal Cycle
2526,0111CW12466,WESTMINSTER,528970,181350,01 Pedal Cycle
2533,0111CW12481,WESTMINSTER,528870,180900,01 Pedal Cycle
2536,0111CW12484,WESTMINSTER,530890,181020,01 Pedal Cycle
2541,0111CW12487,WESTMINSTER,526830,181940,01 Pedal Cycle
2549,0111CW12492,WESTMINSTER,529500,179250,01 Pedal Cycle
2551,0111CW12496,WESTMINSTER,530080,179680,01 Pedal Cycle
2564,0111CW12516,WESTMINSTER,530160,179630,01 Pedal Cycle
2567,0111CW12519,WESTMINSTER,528470,178190,01 Pedal Cycle
2576,0111CW12534,WESTMINSTER,526730,181710,01 Pedal Cycle
2602,0111CW12566,WESTMINSTER,529820,180190,01 Pedal Cycle
2632,0111CW12601,WESTMINSTER,526690,182100,01 Pedal Cycle
2635,0111CW12603,WESTMINSTER,529800,178390,01 Pedal Cycle
2640,0111CW12612,WESTMINSTER,529910,179690,01 Pedal Cycle
2650,0111CW12623,WESTMINSTER,529240,180770,01 Pedal Cycle
2652,0111CW12627,WESTMINSTER,529630,181350,01 Pedal Cycle
2659,0111CW12633,WESTMINSTER,527810,181070,01 Pedal Cycle
2661,0111CW12635,WESTMINSTER,530240,178800,01 Pedal Cycle
2676,0111CW12647,WESTMINSTER,529850,180410,01 Pedal Cycle
2685,0111CW12668,WESTMINSTER,526620,181150,01 Pedal Cycle
2688,0111CW12677,WESTMINSTER,528510,179810,01 Pedal Cycle
2705,0111CW19358,WESTMINSTER,526816,179275,01 Pedal Cycle
2717,0111TA00015,WESTMINSTER,529300,181290,01 Pedal Cycle
2719,0111TA00019,WESTMINSTER,528820,178460,01 Pedal Cycle
2720,0111TA00021,WESTMINSTER,530320,179660,01 Pedal Cycle
2722,0111TA00024,WESTMINSTER,528040,181050,01 Pedal Cycle
2725,0111TA00044,WESTMINSTER,530070,180420,01 Pedal Cycle
2727,0111TA00052,WESTMINSTER,528330,181590,01 Pedal Cycle
2729,0111TA00056,WESTMINSTER,529130,178620,01 Pedal Cycle
2731,0111TA00057,WESTMINSTER,525350,181990,01 Pedal Cycle
2733,0111TA00073,WESTMINSTER,529460,181320,01 Pedal Cycle
2735,0111TA00092,WESTMINSTER,530250,178990,01 Pedal Cycle
2738,0111TA00132,WESTMINSTER,529830,180190,01 Pedal Cycle
2741,0111TA00160,WESTMINSTER,529820,180200,01 Pedal Cycle
2743,0111TA00194,WESTMINSTER,526830,182470,01 Pedal Cycle
2745,0111TA00199,WESTMINSTER,530230,178980,01 Pedal Cycle
2747,0111TA00205,WESTMINSTER,529080,181060,01 Pedal Cycle
2748,0111TA00222,WESTMINSTER,529980,180690,01 Pedal Cycle
2751,0111TA00226,WESTMINSTER,528430,179500,01 Pedal Cycle
2753,0111TA00243,WESTMINSTER,528290,179840,01 Pedal Cycle
2756,0111TA00262,WESTMINSTER,526390,182310,01 Pedal Cycle
2758,0111TA00276,WESTMINSTER,526770,182530,01 Pedal Cycle
2760,0111TA00280,WESTMINSTER,529540,180390,01 Pedal Cycle
2762,0111TA00282,WESTMINSTER,529230,178670,01 Pedal Cycle
2766,0111TA00290,WESTMINSTER,527850,182250,01 Pedal Cycle
2767,0111TA00299,WESTMINSTER,527980,183480,01 Pedal Cycle
2769,0111TA00302,WESTMINSTER,531060,181090,01 Pedal Cycle
2771,0111TA00319,WESTMINSTER,528720,180280,01 Pedal Cycle
2772,0111TA00325,WESTMINSTER,529550,180660,01 Pedal Cycle
2774,0111TA00340,WESTMINSTER,528200,181050,01 Pedal Cycle
2777,0111TA00341,WESTMINSTER,529510,179160,01 Pedal Cycle
2779,0111TA00348,WESTMINSTER,530610,180830,01 Pedal Cycle
2781,0111TA00362,WESTMINSTER,527040,181720,01 Pedal Cycle
2783,0111TA00387,WESTMINSTER,526450,179630,01 Pedal Cycle
2786,0111TA00406,WESTMINSTER,528090,180560,01 Pedal Cycle
2788,0111TA00416,WESTMINSTER,529830,180940,01 Pedal Cycle
2790,0111TA00417,WESTMINSTER,528500,179780,01 Pedal Cycle
2792,0111TA00422,WESTMINSTER,526310,179620,01 Pedal Cycle
2793,0111TA00429,WESTMINSTER,530070,180410,01 Pedal Cycle
2795,0111TA00464,WESTMINSTER,527450,183380,01 Pedal Cycle
2797,0111TA00465,WESTMINSTER,527920,183460,01 Pedal Cycle
2801,0111TA00483,WESTMINSTER,529220,178820,01 Pedal Cycle
2804,0111TA00484,WESTMINSTER,529700,181360,01 Pedal Cycle
2805,0111TA00491,WESTMINSTER,526250,182610,01 Pedal Cycle
2807,0111TA00492,WESTMINSTER,529240,179350,01 Pedal Cycle
2809,0111TA00493,WESTMINSTER,527500,182660,01 Pedal Cycle
2810,0111TA00494,WESTMINSTER,528060,181030,01 Pedal Cycle
2811,0111TA00510,WESTMINSTER,530750,181050,01 Pedal Cycle
2814,0111TA00514,WESTMINSTER,525210,182520,01 Pedal Cycle
2815,0111TA00516,WESTMINSTER,526930,180760,01 Pedal Cycle
2818,0111TA00523,WESTMINSTER,528650,179430,01 Pedal Cycle
2821,0111TA00617,WESTMINSTER,529960,178280,01 Pedal Cycle
2829,0111TA00662,WESTMINSTER,529060,181380,01 Pedal Cycle
2832,0111TA00682,WESTMINSTER,527240,182160,01 Pedal Cycle
2833,0111TA00685,WESTMINSTER,528840,182190,01 Pedal Cycle
2837,0111TA00697,WESTMINSTER,528060,180620,01 Pedal Cycle
2838,0111TA00699,WESTMINSTER,526720,181230,01 Pedal Cycle
2841,0111TA00700,WESTMINSTER,529120,179540,01 Pedal Cycle
2843,0111TA00728,WESTMINSTER,526750,182560,01 Pedal Cycle
2845,0111TA00741,WESTMINSTER,529030,180730,01 Pedal Cycle
2847,0111TA00771,WESTMINSTER,526580,182200,01 Pedal Cycle
2849,0111TA00776,WESTMINSTER,528850,180890,01 Pedal Cycle
2851,0111TA00804,WESTMINSTER,529950,179060,01 Pedal Cycle
2853,0111TA00831,WESTMINSTER,530200,179220,01 Pedal Cycle
2855,0111TA00845,WESTMINSTER,527770,179690,01 Pedal Cycle
2857,0111TA00851,WESTMINSTER,526740,179660,01 Pedal Cycle
2859,0111TA00857,WESTMINSTER,527220,179680,01 Pedal Cycle
2862,0111TA00884,WESTMINSTER,529700,180860,01 Pedal Cycle
2863,0111TA00885,WESTMINSTER,528770,181860,01 Pedal Cycle
2865,0111TA00896,WESTMINSTER,529820,180190,01 Pedal Cycle
2868,0111TA00903,WESTMINSTER,527930,181400,01 Pedal Cycle
2870,0111TA00911,WESTMINSTER,527520,183280,01 Pedal Cycle
2872,0111TA00944,WESTMINSTER,524010,182430,01 Pedal Cycle
2874,0111TA00947,WESTMINSTER,528710,181150,01 Pedal Cycle
2876,0111TA00948,WESTMINSTER,527610,183320,01 Pedal Cycle
2880,0111TA00960,WESTMINSTER,527240,182140,01 Pedal Cycle
2882,0111TA00963,WESTMINSTER,524870,181880,01 Pedal Cycle
2885,0111TA00965,WESTMINSTER,527440,183400,01 Pedal Cycle
2887,0111TA00984,WESTMINSTER,525160,182510,01 Pedal Cycle
2889,0111TA00985,WESTMINSTER,530620,180790,01 Pedal Cycle
2890,0111TA00995,WESTMINSTER,529207,179663,01 Pedal Cycle
2893,0111TA01004,WESTMINSTER,528140,180510,01 Pedal Cycle
2895,0111TA01020,WESTMINSTER,525510,181800,01 Pedal Cycle
2896,0111TA01064,WESTMINSTER,528840,177940,01 Pedal Cycle
2909,0111TA01235,WESTMINSTER,528620,181370,01 Pedal Cycle
2910,0111TA01277,WESTMINSTER,530050,180600,01 Pedal Cycle
2918,0111TA01406,WESTMINSTER,528450,179650,01 Pedal Cycle
2926,0111TA01481,WESTMINSTER,530320,179920,01 Pedal Cycle
2934,0111TA01520,WESTMINSTER,530640,180960,01 Pedal Cycle
2936,0111TA01530,WESTMINSTER,528670,178680,01 Pedal Cycle
2938,0111TA01566,WESTMINSTER,526810,180800,01 Pedal Cycle
2941,0111TA01578,WESTMINSTER,530240,178790,01 Pedal Cycle
2944,0111TA01608,WESTMINSTER,528420,182090,01 Pedal Cycle
2947,0111TA01655,WESTMINSTER,530120,179580,01 Pedal Cycle
2955,0111TA01734,WESTMINSTER,530480,180441,01 Pedal Cycle
2967,0111TB01003,WESTMINSTER,530680,181150,01 Pedal Cycle
2978,0111CP00191,CAMDEN,531520,181640,01 Pedal Cycle
2981,0111CP00196,CAMDEN,531510,181630,01 Pedal Cycle
2986,0111CW10008,CAMDEN,527220,183630,01 Pedal Cycle
2997,0111CW10034,CAMDEN,530910,182420,01 Pedal Cycle
3019,0111CW10106,CAMDEN,528080,185110,01 Pedal Cycle
3059,0111CW10219,CAMDEN,529880,182420,01 Pedal Cycle
3107,0111CW10338,CAMDEN,529000,185060,01 Pedal Cycle
3111,0111CW10345,CAMDEN,529210,182720,01 Pedal Cycle
3121,0111CW10375,CAMDEN,529960,182300,01 Pedal Cycle
3123,0111CW10378,CAMDEN,530040,182200,01 Pedal Cycle
3134,0111CW10410,CAMDEN,529000,185050,01 Pedal Cycle
3136,0111CW10413,CAMDEN,530220,181670,01 Pedal Cycle
3152,0111CW10441,CAMDEN,529960,182290,01 Pedal Cycle
3161,0111CW10462,CAMDEN,528280,184340,01 Pedal Cycle
3186,0111CW10520,CAMDEN,530130,182410,01 Pedal Cycle
3210,0111CW10569,CAMDEN,530890,181930,01 Pedal Cycle
3219,0111CW10583,CAMDEN,529960,181090,01 Pedal Cycle
3223,0111CW10597,CAMDEN,530520,183010,01 Pedal Cycle
3231,0111CW10606,CAMDEN,526950,185460,01 Pedal Cycle
3246,0111CW10646,CAMDEN,529330,181950,01 Pedal Cycle
3255,0111CW10664,CAMDEN,531130,181620,01 Pedal Cycle
3264,0111CW10689,CAMDEN,528260,185630,01 Pedal Cycle
3266,0111CW10690,CAMDEN,528960,183770,01 Pedal Cycle
3268,0111CW10692,CAMDEN,527770,184720,01 Pedal Cycle
3274,0111CW10704,CAMDEN,529310,183220,01 Pedal Cycle
3290,0111CW10757,CAMDEN,529350,183890,01 Pedal Cycle
3294,0111CW10764,CAMDEN,530050,181220,01 Pedal Cycle
3295,0111CW10772,CAMDEN,530500,181520,01 Pedal Cycle
3297,0111CW10775,CAMDEN,527370,183470,01 Pedal Cycle
3300,0111CW10778,CAMDEN,530080,182790,01 Pedal Cycle
3310,0111CW10806,CAMDEN,525780,184600,01 Pedal Cycle
3314,0111CW10818,CAMDEN,530060,182780,01 Pedal Cycle
3315,0111CW10819,CAMDEN,528540,183440,01 Pedal Cycle
3320,0111CW10825,CAMDEN,528850,185450,01 Pedal Cycle
3322,0111CW10826,CAMDEN,527030,184590,01 Pedal Cycle
3324,0111CW10827,CAMDEN,529210,182700,01 Pedal Cycle
3335,0111CW10853,CAMDEN,525390,184170,01 Pedal Cycle
3367,0111CW10939,CAMDEN,528710,182720,01 Pedal Cycle
3371,0111CW10941,CAMDEN,529040,185610,01 Pedal Cycle
3373,0111CW10943,CAMDEN,530730,181760,01 Pedal Cycle
3380,0111CW10958,CAMDEN,529770,182160,01 Pedal Cycle
3384,0111CW10967,CAMDEN,530550,181410,01 Pedal Cycle
3386,0111CW10970,CAMDEN,529820,181390,01 Pedal Cycle
3389,0111CW10975,CAMDEN,530480,182160,01 Pedal Cycle
3396,0111CW10984,CAMDEN,529210,182710,01 Pedal Cycle
3400,0111CW10988,CAMDEN,526890,184410,01 Pedal Cycle
3404,0111CW10990,CAMDEN,531450,181760,01 Pedal Cycle
3407,0111CW11010,CAMDEN,529960,182770,01 Pedal Cycle
3412,0111CW11018,CAMDEN,525820,183890,01 Pedal Cycle
3416,0111CW11029,CAMDEN,529420,182000,01 Pedal Cycle
3418,0111CW11032,CAMDEN,530060,181560,01 Pedal Cycle
3419,0111CW11036,CAMDEN,526000,185130,01 Pedal Cycle
3422,0111CW11045,CAMDEN,529210,182710,01 Pedal Cycle
3425,0111CW11048,CAMDEN,528710,182590,01 Pedal Cycle
3430,0111CW11061,CAMDEN,525160,185870,01 Pedal Cycle
3432,0111CW11071,CAMDEN,530360,182549,01 Pedal Cycle
3447,0111CW11123,CAMDEN,530630,181210,01 Pedal Cycle
3453,0111CW11127,CAMDEN,529740,182580,01 Pedal Cycle
3461,0111CW11133,CAMDEN,528710,182590,01 Pedal Cycle
3472,0111CW11158,CAMDEN,528830,183990,01 Pedal Cycle
3474,0111CW11163,CAMDEN,528760,183740,01 Pedal Cycle
3476,0111CW11164,CAMDEN,529390,182050,01 Pedal Cycle
3479,0111CW11173,CAMDEN,529710,182080,01 Pedal Cycle
3482,0111CW11182,CAMDEN,529210,182930,01 Pedal Cycle
3487,0111CW11185,CAMDEN,529900,182680,01 Pedal Cycle
3489,0111CW11193,CAMDEN,528260,185080,01 Pedal Cycle
3490,0111CW11196,CAMDEN,525389,185251,01 Pedal Cycle
3497,0111CW11202,CAMDEN,530050,182790,01 Pedal Cycle
3507,0111CW11221,CAMDEN,530510,181510,01 Pedal Cycle
3516,0111CW11262,CAMDEN,529760,182330,01 Pedal Cycle
3518,0111CW11266,CAMDEN,526610,184520,01 Pedal Cycle
3520,0111CW11268,CAMDEN,528730,182410,01 Pedal Cycle
3521,0111CW11271,CAMDEN,530200,181350,01 Pedal Cycle
3524,0111CW11279,CAMDEN,529010,185200,01 Pedal Cycle
3525,0111CW11286,CAMDEN,530020,184380,01 Pedal Cycle
3530,0111CW11291,CAMDEN,529320,184380,01 Pedal Cycle
3536,0111CW11305,CAMDEN,528930,184100,01 Pedal Cycle
3545,0111CW11322,CAMDEN,531000,181980,01 Pedal Cycle
3550,0111CW11341,CAMDEN,531190,182030,01 Pedal Cycle
3554,0111CW11354,CAMDEN,525500,185490,01 Pedal Cycle
3556,0111CW11363,CAMDEN,530110,181310,01 Pedal Cycle
3559,0111CW11374,CAMDEN,528810,183820,01 Pedal Cycle
3564,0111CW11382,CAMDEN,528950,184780,01 Pedal Cycle
3569,0111CW11396,CAMDEN,530110,182730,01 Pedal Cycle
3574,0111CW11412,CAMDEN,525430,184390,01 Pedal Cycle
3576,0111CW11415,CAMDEN,528880,183900,01 Pedal Cycle
3577,0111CW11417,CAMDEN,528940,184710,01 Pedal Cycle
3585,0111CW11434,CAMDEN,530550,181410,01 Pedal Cycle
3588,0111CW11439,CAMDEN,530450,181670,01 Pedal Cycle
3597,0111CW11448,CAMDEN,528760,183730,01 Pedal Cycle
3600,0111CW11453,CAMDEN,525380,183670,01 Pedal Cycle
3607,0111CW11470,CAMDEN,529110,185770,01 Pedal Cycle
3609,0111CW11472,CAMDEN,528720,185590,01 Pedal Cycle
3613,0111CW11480,CAMDEN,528960,184570,01 Pedal Cycle
3616,0111CW11498,CAMDEN,529630,182760,01 Pedal Cycle
3621,0111CW11504,CAMDEN,529430,184240,01 Pedal Cycle
3627,0111CW11514,CAMDEN,529000,185490,01 Pedal Cycle
3633,0111CW11517,CAMDEN,530100,182740,01 Pedal Cycle
3637,0111CW11529,CAMDEN,528990,184970,01 Pedal Cycle
3639,0111CW11539,CAMDEN,529940,182800,01 Pedal Cycle
3644,0111CW11554,CAMDEN,528190,184380,01 Pedal Cycle
3657,0111CW11565,CAMDEN,528620,184210,01 Pedal Cycle
3662,0111CW11576,CAMDEN,528590,183460,01 Pedal Cycle
3664,0111CW11577,CAMDEN,528950,184620,01 Pedal Cycle
3667,0111CW11584,CAMDEN,529409,181680,01 Pedal Cycle
3669,0111CW11588,CAMDEN,529300,181930,01 Pedal Cycle
3682,0111CW11617,CAMDEN,527870,183980,01 Pedal Cycle
3683,0111CW11619,CAMDEN,528890,183870,01 Pedal Cycle
3686,0111CW11623,CAMDEN,530410,181650,01 Pedal Cycle
3688,0111CW11628,CAMDEN,530035,183326,01 Pedal Cycle
3696,0111CW11694,CAMDEN,529780,182590,01 Pedal Cycle
3699,0111CW11699,CAMDEN,529210,182700,01 Pedal Cycle
3706,0111CW11715,CAMDEN,529570,182490,01 Pedal Cycle
3715,0111CW11729,CAMDEN,528760,186080,01 Pedal Cycle
3716,0111CW11736,CAMDEN,530980,181970,01 Pedal Cycle
3719,0111CW11739,CAMDEN,528970,184870,01 Pedal Cycle
3724,0111CW11760,CAMDEN,529320,184380,01 Pedal Cycle
3728,0111CW11780,CAMDEN,530690,181840,01 Pedal Cycle
3730,0111CW11782,CAMDEN,529440,184520,01 Pedal Cycle
3738,0111CW11788,CAMDEN,529790,182530,01 Pedal Cycle
3742,0111CW11802,CAMDEN,526000,183670,01 Pedal Cycle
3746,0111CW11817,CAMDEN,529370,182100,01 Pedal Cycle
3749,0111CW11818,CAMDEN,528820,182700,01 Pedal Cycle
3754,0111CW11840,CAMDEN,530150,181620,01 Pedal Cycle
3756,0111CW11842,CAMDEN,525170,183950,01 Pedal Cycle
3758,0111CW11849,CAMDEN,529340,182340,01 Pedal Cycle
3761,0111CW11869,CAMDEN,530330,182970,01 Pedal Cycle
3765,0111CW11872,CAMDEN,525460,185150,01 Pedal Cycle
3772,0111CW11900,CAMDEN,529340,184750,01 Pedal Cycle
3774,0111CW11902,CAMDEN,530910,182410,01 Pedal Cycle
3777,0111CW11908,CAMDEN,530300,181430,01 Pedal Cycle
3780,0111CW11910,CAMDEN,529750,182130,01 Pedal Cycle
3782,0111CW11911,CAMDEN,529770,182170,01 Pedal Cycle
3784,0111CW11933,CAMDEN,530910,182410,01 Pedal Cycle
3787,0111CW11935,CAMDEN,529770,182160,01 Pedal Cycle
3789,0111CW11939,CAMDEN,528220,185600,01 Pedal Cycle
3797,0111CW11959,CAMDEN,528980,184240,01 Pedal Cycle
3802,0111CW11968,CAMDEN,529010,185190,01 Pedal Cycle
3804,0111CW11970,CAMDEN,529220,184140,01 Pedal Cycle
3813,0111CW11998,CAMDEN,529530,184640,01 Pedal Cycle
3817,0111CW12000,CAMDEN,528130,184390,01 Pedal Cycle
3821,0111CW12006,CAMDEN,527790,185400,01 Pedal Cycle
3823,0111CW12010,CAMDEN,530540,182760,01 Pedal Cycle
3825,0111CW12025,CAMDEN,528250,184360,01 Pedal Cycle
3828,0111CW12027,CAMDEN,530700,181840,01 Pedal Cycle
3830,0111CW12033,CAMDEN,530470,181380,01 Pedal Cycle
3831,0111CW12037,CAMDEN,530450,181670,01 Pedal Cycle
3832,0111CW12037,CAMDEN,530450,181670,01 Pedal Cycle
3834,0111CW12052,CAMDEN,529200,184330,01 Pedal Cycle
3840,0111CW12065,CAMDEN,529190,184190,01 Pedal Cycle
3842,0111CW12067,CAMDEN,529700,182080,01 Pedal Cycle
3847,0111CW12071,CAMDEN,529210,182790,01 Pedal Cycle
3855,0111CW12087,CAMDEN,530760,181570,01 Pedal Cycle
3859,0111CW12095,CAMDEN,529910,182680,01 Pedal Cycle
3869,0111CW12115,CAMDEN,526360,185770,01 Pedal Cycle
3871,0111CW12116,CAMDEN,530220,182550,01 Pedal Cycle
3875,0111CW12124,CAMDEN,529500,181940,01 Pedal Cycle
3876,0111CW12130,CAMDEN,530510,182170,01 Pedal Cycle
3882,0111CW12134,CAMDEN,528620,183540,01 Pedal Cycle
3884,0111CW12137,CAMDEN,528700,182870,01 Pedal Cycle
3888,0111CW12149,CAMDEN,528640,184130,01 Pedal Cycle
3889,0111CW12150,CAMDEN,527080,185420,01 Pedal Cycle
3891,0111CW12155,CAMDEN,529970,182750,01 Pedal Cycle
3899,0111CW12175,CAMDEN,529750,182320,01 Pedal Cycle
3901,0111CW12177,CAMDEN,524690,184960,01 Pedal Cycle
3907,0111CW12187,CAMDEN,528970,184840,01 Pedal Cycle
3913,0111CW12191,CAMDEN,525990,183670,01 Pedal Cycle
3915,0111CW12196,CAMDEN,530070,181300,01 Pedal Cycle
3916,0111CW12204,CAMDEN,528990,184210,01 Pedal Cycle
3919,0111CW12206,CAMDEN,528720,183690,01 Pedal Cycle
3922,0111CW12218,CAMDEN,530910,182410,01 Pedal Cycle
3929,0111CW12233,CAMDEN,529530,184640,01 Pedal Cycle
3934,0111CW12245,CAMDEN,530400,181630,01 Pedal Cycle
3936,0111CW12247,CAMDEN,527290,183540,01 Pedal Cycle
3938,0111CW12252,CAMDEN,530360,181610,01 Pedal Cycle
3939,0111CW12253,CAMDEN,530570,181370,01 Pedal Cycle
3944,0111CW12268,CAMDEN,529010,185050,01 Pedal Cycle
3947,0111CW12276,CAMDEN,529650,182040,01 Pedal Cycle
3949,0111CW12277,CAMDEN,529770,182160,01 Pedal Cycle
3954,0111CW12295,CAMDEN,530340,181590,01 Pedal Cycle
3958,0111CW12318,CAMDEN,527980,184560,01 Pedal Cycle
3963,0111CW12324,CAMDEN,529560,183500,01 Pedal Cycle
3964,0111CW12330,CAMDEN,528050,184170,01 Pedal Cycle
3967,0111CW12335,CAMDEN,530230,182910,01 Pedal Cycle
3973,0111CW12356,CAMDEN,528980,185000,01 Pedal Cycle
3975,0111CW12366,CAMDEN,526840,185530,01 Pedal Cycle
3977,0111CW12367,CAMDEN,530070,181230,01 Pedal Cycle
3985,0111CW12377,CAMDEN,529960,182310,01 Pedal Cycle
3988,0111CW12386,CAMDEN,530800,182280,01 Pedal Cycle
3993,0111CW12403,CAMDEN,530620,181810,01 Pedal Cycle
3998,0111CW12414,CAMDEN,525100,184040,01 Pedal Cycle
4000,0111CW12415,CAMDEN,529000,185050,01 Pedal Cycle
4012,0111CW12460,CAMDEN,528960,184850,01 Pedal Cycle
4015,0111CW12472,CAMDEN,530230,182160,01 Pedal Cycle
4020,0111CW12509,CAMDEN,529160,184160,01 Pedal Cycle
4022,0111CW12510,CAMDEN,529210,182470,01 Pedal Cycle
4029,0111CW12538,CAMDEN,530060,182790,01 Pedal Cycle
4035,0111CW12542,CAMDEN,529060,185670,01 Pedal Cycle
4042,0111CW12545,CAMDEN,528560,184250,01 Pedal Cycle
4044,0111CW12556,CAMDEN,529000,185050,01 Pedal Cycle
4046,0111CW12562,CAMDEN,529980,182310,01 Pedal Cycle
4047,0111CW12563,CAMDEN,531150,181610,01 Pedal Cycle
4051,0111CW12586,CAMDEN,530540,181420,01 Pedal Cycle
4054,0111CW12596,CAMDEN,529870,182900,01 Pedal Cycle
4060,0111CW12611,CAMDEN,529740,182580,01 Pedal Cycle
4063,0111CW12620,CAMDEN,530910,182410,01 Pedal Cycle
4065,0111CW12634,CAMDEN,530980,181980,01 Pedal Cycle
4067,0111CW12644,CAMDEN,524520,185280,01 Pedal Cycle
4073,0111CW12663,CAMDEN,525391,185251,01 Pedal Cycle
4074,0111CW12664,CAMDEN,530250,182480,01 Pedal Cycle
4077,0111CW12674,CAMDEN,530840,181900,01 Pedal Cycle
4086,0111CW12680,CAMDEN,529370,184450,01 Pedal Cycle
4094,0111CW12719,CAMDEN,530250,182470,01 Pedal Cycle
4097,0111CW12740,CAMDEN,530060,182370,01 Pedal Cycle
4100,0111CW12754,CAMDEN,528690,185660,01 Pedal Cycle
4111,0111EK40004,CAMDEN,530980,182280,01 Pedal Cycle
4119,0111EO40028,CAMDEN,530310,183670,01 Pedal Cycle
4131,0111EO40152,CAMDEN,530320,183410,01 Pedal Cycle
4135,0111EO40227,CAMDEN,531330,182040,01 Pedal Cycle
4138,0111EO40304,CAMDEN,530500,183010,01 Pedal Cycle
4139,0111EO40355,CAMDEN,530390,183000,01 Pedal Cycle
4141,0111EO40419,CAMDEN,530500,183010,01 Pedal Cycle
4142,0111EO40419,CAMDEN,530500,183010,01 Pedal Cycle
